bvets motor noise table 0.01
0,0,0,0,0,0,0,0,0,0,0
4,0.307692,0.070175,0,0,0,0,0,1,0,0
7.777778,0.598291,0.136452,0,0,0,0,0,0.903134,0,0
7.8,0.6,0.136842,0,0,0,0,0,0.902564,0.001912,0
11.4,0.460944,0.2,0,0,0,0,0,0.810256,0.311663,0
11.8,0.445494,0.226816,0,0,0,0,0,0.8,0.34608,0
15.555556,0.300429,0.478585,0,0,0,0,0,0,0.669216,0
19.4,0.151931,0.736313,0,0,0,0,0,0,1,0.247143
23.2,0.00515,0.991061,0,0,0,0,0,0,0.675522,0.491429
23.333333,0,1,0.999998,0,0,0,0,0,0.664137,0.5
23.6,0,0,1,0,0,0,0,0,0.641366,0.517143
31.111111,0,0,1,0,0,0,0,0,0,1
34.8,0,0,1,0,0,0,0,0,0,0.762857
35,0,0,1,0.5,0,0,0,0,0,0.75
35.2,0,0,0,1,0,0,0,0,0,0.737143
35.6,0,0,0,1,0,0,0,0,0,0.711429
35.8,0,0,0,1,0,0,0,0,0,0.698571
46.666667,0,0,0,1,0,0,0,0,0,0
54.4,0,0,0,1,0,0,0,0,0,0
54.444444,0,0,0,1,0.99999,0,0,0,0,0
54.6,0,0,0,0,0.993333,0.005,0.001818,0,0,0
77.777778,0,0,0,0,0,0.75,0.272727,0,0,0
85.555556,0,0,0,0,0,1,0.363636,0,0,0
116.666667,0,0,0,0,0,0,0.727273,0,0,0
140,0,0,0,0,0,0,1,0,0,0
