bvets motor noise table 0.01
0,0,0,0.377953,0.036745,0,0
1.660851,0.001014,0,0.395219,0.036745,0,0
2.637823,0.001611,0,0.405376,0.036745,0,0.692913
7.327285,0.004474,0,0.454129,0.036745,0,0.692913
8.597348,0.005249,0,0.467332,0.036745,0,0.267217
9.378925,0.15923,0,0.475458,0.036745,0,0.005249
9.476622,0.178478,0,0.476473,0.036745,0,0.005249
50.997906,0.185157,0,0.908136,0.036745,0,0.005249
51.193301,0.185189,0,0,0.036745,0,0.005249
51.974878,0.185314,0,0,0.036746,0,0.005249
52.267969,0.185362,0,0,0.913385,0,0.005249
140,0.199475,0,0,1.112861,0,0.005249
